Word,Pos_Score,Neg_Score,Obj_Score
ईश्वरीय,0.208984375,0.0078125,0.783203125
पवित्र,0.2747802734375,0.06298828125,0.6622314453125
श्रेष्ठ,0.382598876953125,0.033203125,0.584197998046875
प्रादेशिक,0.0,0.0,1.0
भाग का,0.0,0.0,1.0
विभाजक,0.0,0.5,0.5
आज्ञापरायण,0.5,0.0,0.5
सीख सकने योग्य,0.5,0.0,0.5
डॉक्यूमेन्टरी,0.09375,0.09375,0.8125
विषादमय,0.0,0.75,0.25
घरेलू,0.009765625,0.0,0.990234375
पालतू,0.063232421875,0.018798828125,0.91796875
प्रबल,0.371307373046875,0.067657470703125,0.56103515625
सुस्त,0.012383103370666504,0.062433481216430664,0.9251834154129028
सठियाया हुआ,0.25,0.25,0.5
दुगुना,0.07861530780792236,0.015679508447647095,0.9057051837444305
दोगुना,0.001961231231689453,0.06271803379058838,0.9353207349777222
दोहरा,0.09814655780792236,0.047661930322647095,0.8541915118694305
दोनाली,0.25,0.0,0.75
एक खास तरह का कोट या पैकेट,0,0,0
दोहरी धारवाला,0.0,0.0,1.0
लचीले जोड़वाला,0,0,0
दुगनी गति से,0.125,0.0,0.875
संदिग्ध,0.125,0.140625,0.734375
ससन्देह,0.125,0.0,0.875
निसन्देह,0.5,0.0,0.5
वीरता से,0,0,0
नीचे,0.006226092576980591,0.0041142962872982025,0.9896596111357212
हतोत्साह,0.04980874061584473,0.00613519549369812,0.9440560638904572
गिरा हुआ,0.04980874061584473,0.00613519549369812,0.9440560638904572
नीचे निगाह किये हुए,0.0,0.21875,0.78125
उत्साहहीन,0.0625,0.5,0.4375
ढ़ाल की ओर,0.0,0.0625,0.9375
कबाड़ी बाजार,0.0,0.375,0.625
स्पष्टवादी,0.10107421875,0.32861328125,0.5703125
दलित,0.0,0.0,1.0
पददलित,0.0,0.1875,0.8125
नीचे की ओर,0.0,0.0625,0.9375
हवा के साथ साथ,0.0,0.0,1.0
नाटकीय,0.1328125,0.1015625,0.765625
नाटकीय ढंग से,0.28125,0.0,0.71875
प्रचंड,0.296875,0.3515625,0.3515625
उदंड,0.375,0.375,0.25
शक्तिशाली,0.375,0.375,0.25
मुर्झाया सा,0.0,0.3125,0.6875
भयावह,0.0625,0.6875,0.25
भँयकर ढंग से,0.125,0.375,0.5
स्वप्न रहित,0.0,0.375,0.625
सपना सा,0,0,0
स्वप्नवत,0.375,0.1875,0.4375
धुँधली सी,0.1875,0.09375,0.71875
आराम दायक,0.375,0.1875,0.4375
हैरान करने लायक,0.375,0.1875,0.4375
स्वप्न जैसा,0.125,0.0,0.875
मन्द-उदास,0.0,0.5,0.5
उदासी से,0.125,0.25,0.625
आभूषित,0.015625,0.09375,0.890625
अलंकृत,0.251953125,0.08984375,0.658203125
शानदार,0.4776725769042969,0.07214546203613281,0.4501819610595703
बहुत बढ़िया,0.0,0.25,0.75
पीने योग्य,0.5,0.0,0.5
बहुत गीला,0.0,0.09375,0.90625
ऊंघता हुआ,0.125,0.1875,0.6875
नींद से भरा हुआ,0.125,0.1875,0.6875
मत्त,0.15625,0.0,0.84375
नशे में चूर,0.15625,0.0,0.84375
सूखा,0.0005202293395996094,0.025800704956054688,0.9736790657043457
शुष्क तरह से,0.0,0.0,1.0
द्विक,0.25,0.125,0.625
दोनों,0.25,0.125,0.625
देय,0.029296875,0.00390625,0.966796875
ऋण,0.05859375,0.0078125,0.93359375
प्रतीक्षित,0.05859375,0.0078125,0.93359375
कुंद,0.018282413482666016,0.06858158111572266,0.9131360054016113
निरुत्साह,0.259141206741333,0.09679079055786133,0.6440680027008057
उचित रीति से,0.625,0.0,0.375
गूँगा,0.0,0.28125,0.71875
काले रंग का,0.046875,0.0625,0.890625
प्रति,0.078125,0.0029296875,0.9189453125
द्विगुण,0.078125,0.0029296875,0.9189453125
टिकाऊ,0.109375,0.09375,0.796875
मलिन,0.015625,0.453125,0.53125
धूल धूसरित,0.0,0.5625,0.4375
कर्तव्यपरायण,0.375,0.0,0.625
क्षीयमान,0.0,0.0,1.0
गतिशील,0.296875,0.03125,0.671875
परिवर्तनात्मक,0.296875,0.03125,0.671875
अपचग्रस्त,0.0,0.5625,0.4375
हर,0.0,0.0,1.0
दोनो तरफ,0,0,0
व्यग्रता से,0.25,0.0,0.75
-कानवाला,0,0,0
आरंभ का,0.109375,0.015625,0.875
पहले ,0.0,0.0,1.0
तत्पर,0.046875,0.0625,0.890625
दृढ संकल्प,0.0546875,0.03125,0.9140625
दृढता से,0.25,0.0,0.75
मिट्टी का,0.0,0.0,1.0
सांसारिक,0.1171875,0.279296875,0.603515625
पार्थिव,0.10546875,0.21875,0.67578125
कष्ट निवारक,0,0,0
आसानी से,0.1640625,0.0,0.8359375
पूर्वी,0.0,0.0,1.0
पूरब दिशा की ओर,0.0,0.0,1.0
पूर्व की ओर जाने वाला,0.0,0.0,1.0
पूर्व दिशा का,0.0,0.0,1.0
सबसे पूर्व में,0.0,0.0,1.0
सरल,0.18393655024240552,0.04399181111174322,0.7720716386458513
मस्त,0.125,0.5625,0.3125
खाद्य,0.125,0.0,0.875
भक्ष्य,0.125,0.0,0.875
आबनूस का,0.0,0.015625,0.984375
परिपूर्ण शक्ति व उत्तेजित,0.375,0.25,0.375
गिरजाघर के पादरी,0.0,0.0,1.0
चयनशील,0.375,0.03125,0.59375
अल्पव्यय सम्बन्धी,0.0625,0.0625,0.875
अति आनंदित,0.25,0.5,0.25
अर्थशास्त्रीय,0.046875,0.0,0.953125
कमखर्चेवाला,0.0625,0.0625,0.875
कमखर्चे में,0.0,0.0,1.0
गिरजाघरों के सदस्यों का सम्मेलन,0.25,0.0,0.75
किनारा आगे या ऊपर की ओर करके,0.0,0.0,1.0
खाने योग्य,0.125,0.0,0.875
सम्पादकीय,0.0625,0.0,0.9375
शिक्षित,0.3125,0.0625,0.625
डरावनी,0.1875,0.4375,0.375
प्रभावकारी,0.21875,0.015625,0.765625
चालू होना,0.21875,0.015625,0.765625
प्रभावकारी रूप से,0.4375,0.0,0.5625
वाँछित फलदायक,0.25,0.0625,0.6875
नारी जैसा,0.5,0.375,0.125
उत्साही व अति अनुरागी,0.1875,0.0625,0.75
उबलने वाला,0.1875,0.0625,0.75
अयोग्य,0.1280670166015625,0.3424835205078125,0.529449462890625
इष्ट फलोत्पादक,0.375,0.0625,0.5625
दक्ष,0.4375,0.1875,0.375
दक्षतापूर्वक,0.25,0.0,0.75
प्रयत्न के बिना,0.3125,0.4375,0.25
सरलता से,0.125,0.125,0.75
अधिक भावुक,0.1875,0.25,0.5625
समतावादी,0.0,0.0,1.0
अपूर्व,0.02734375,0.21875,0.75390625
अठारहवाँ,0.0,0.0,1.0
विस्तार से किया हुआ,0.03515625,0.015625,0.94921875
लचीला,0.2337646484375,0.064208984375,0.7020263671875
ज्येष्ठ,0.0625,0.0,0.9375
बुज़ुर्ग सा,0.25,0.0,0.75
वय में सबसे बडा,0.0,0.0,1.0
निर्वाचित,0.0234375,0.03125,0.9453125
चुनाव,0.0,0.0,1.0
बिजली का,0.0546875,0.03125,0.9140625
विद्युत चुम्बकीय,0.0,0.0,1.0
इलैक्ट्रोन की क्रिया पर निर्भर साधन,0.0,0.0,1.0
इलैक्ट्रान द्वारा,0.0,0.0,1.0
प्रारम्भिक,0.01171875,0.109375,0.87890625
आरंभिक स्तर की,0.09375,0.125,0.78125
हाथी जैसा,0.375,0.0,0.625
उच्चस्तरीय,0.15625,0.0,0.84375
ग्यारहवाँ,0.0,0.0,1.0
एलिज़बेथ का,0.0,0.0,1.0
अण्डाकार का,0.21875,0.09375,0.6875
सुवक्ता,0.375,0.125,0.5
अन्य,0,0,0
अन्यथा,0,0,0
और कहीं,0.0,0.0,1.0
दुबला,0.250244140625,0.032958984375,0.716796875
कृश,0.25,0.0,0.75
क्षीण,0.0952606201171875,0.1141357421875,0.7906036376953125
परेशानियों से घिरा,0.0625,0.0,0.9375
द्योतक,0.0625,0.0,0.9375
भ्रूणीय,0.0,0.0,1.0
उद्गामी,0.0625,0.125,0.8125
उत्प्रवासी,0.0,0.0,1.0
परदेश चले जानेवाला व्यक्ति,0.0,0.0,1.0
उत्कृष्ट रूप से,0.375,0.0,0.625
मृदुकारी,0.0,0.0,1.0
भावनात्मक,0.390625,0.0625,0.546875
भावुकतापूर्वक,0.0625,0.0,0.9375
भावहीन,0.25,0.5,0.25
भावोत्तेजक,0.5,0.25,0.25
सशक्त,0.25,0.0625,0.6875
ज़ोरदार,0.25,0.0625,0.6875
सशक्त तरह से,0.25,0.0,0.75
प्रयोगसिद्ध,0.0,0.0,1.0
प्रयोगसिद्ध तरह से,0.375,0.0,0.625
काम पर लगाने योग्य,0.1875,0.0,0.8125
शून्य,0.190673828125,0.0,0.809326171875
फ़ुर्तीला,0.375,0.15625,0.46875
बल,0.25,0.0625,0.6875
थके हुए,0.0,0.5,0.5
रमणीय,0.875,0.0,0.125
आनन्ददायक,0.5,0.25,0.25
बहुत,0.19240570068359375,0.19549560546875,0.6120986938476562
अतिशय,0.0,0.25,0.75
उद्योगी,0.5,0.125,0.375
उत्साहयुक्त,0.625,0.0,0.375
सम्पूर्णतया,0.375,0.125,0.5
कीट विज्ञान संबन्धी,0.0,0.0,1.0
ईर्षा के योग्य,0.25,0.5,0.25
ईर्षा से,0.5,0.125,0.375
ईष्यालु,0.5,0.375,0.125
द्वेषी,0.359375,0.546875,0.09375
पर्यावरण सम्बन्धी,0.0,0.0625,0.9375
पर्यावरण के तोर पर,0.0,0.0,1.0
क्षणिक,0.032257080078125,0.06292724609375,0.904815673828125
भव्य,0.34375,0.15625,0.5
मिर्गी रोगी,0.0,0.0625,0.9375
धर्माध्यक्षीय,0.0078125,0.0390625,0.953125
वृतान्त,0.0,0.0,1.0
पत्रात्मक,0.0,0.0,1.0
युगान्तरकारी,0,0,0
भूमध्य,0.0,0.015625,0.984375
अश्वारोही घुडसवार,0.0,0.0,1.0
समदूरस्थ,0.0,0.0,1.0
समभुज समबाहु,0.0,0.0,1.0
अश्वीय,0.03125,0.0,0.96875
बराबरी से,0.25,0.0,0.75
बराबर,0.089263916015625,0.0031909942626953125,0.9075450897216797
अविश्वसनीय,0.033203125,0.4306640625,0.5361328125
सीधा खडा,0.0,0.03125,0.96875
इसलिए,0.0,0.0,1.0
कर्मचारी परिस्थिति विज्ञान से,0.0,0.0,1.0
कर्मचारी परिस्थिति विज्ञान के अनुसार,0,0,0
कामोत्तेजक,0.5,0.0,0.5
कामोद्दीपक,0.3125,0.0,0.6875
अनिश्चित,0.14306640625,0.176513671875,0.680419921875
गलती पूर्ण,0.25,0.0,0.75
पहले का,0.0,0.0,1.0
पाण्डित्यपूर्ण,0.625,0.0,0.375
विशेषतः,0.0,0.0,1.0
मूलभूत रूप से,0.5,0.0,0.5
आदरणीय,0.46875,0.0,0.53125
मान्य,0.3297119140625,0.00079345703125,0.66949462890625
अलग रह रहे,0.0,0.625,0.375
अनन्तकाल तक,0.125,0.125,0.75
नैसर्गिक,0.234375,0.078125,0.6875
नीतिशास्त्रीय,0.25,0.0,0.75
आचार संबन्धी,0.25,0.0,0.75
आचारशास्त्रीय,0.25,0.0,0.75
नैतिक,0.453125,0.03125,0.515625
जातीय,0.0,0.15625,0.84375
जाति सम्बन्धी,0.25,0.0,0.75
निस्तेज,0.066497802734375,0.323028564453125,0.6104736328125
एटीमलौजीकल शब्द कोश,0.0,0.0,1.0
कठोर शब्दों के स्थान पर मधुर शब्द,0.0,0.625,0.375
खुशी से भरा हुआ माहोल,0.25,0.625,0.125
युरोपीय,0.0,0.0,1.0
जल्द मिट जानेवाली,0.25,0.5,0.25
ईसाई धर्म पुस्तक सम्बन्धी,0.125,0.09375,0.78125
टालने वाला,0.1875,0.1875,0.625
गोलमाल उत्तर,0,0,0
ठीक-ठीक,0,0,0
हर शाम मे,0,0,0
घटनापूर्ण,0.0625,0.1875,0.75
अन्तिम,0.0009843707084655762,2.372264862060547e-05,0.9989919066429138
अंत में,0.0,0.0,1.0
कभी भी,0.0,0.0,1.0
इतना,0.0,0.0,1.0
सदा रहनेवाला,0.0,0.0,1.0
सदा बहार,0.0,0.0,1.0
चिरस्थायी,0.125,0.046875,0.828125
सदैव के लिए,0.0625,0.0625,0.875
प्रतिदिन,0.28125,0.0625,0.65625
प्रत्येक स्थान पर,0.375,0.0,0.625
सर्वत्र,0.1875,0.0,0.8125
प्रकट,0.34375,0.3125,0.34375
प्रामाणिक रूप से,0.5,0.0,0.5
दुष्ट,0.1357421875,0.5517578125,0.3125
पापी,0.19921875,0.56640625,0.234375
विकासात्मक,0.0,0.0,1.0
ठीक,0.03935656882276817,0.031280525035981555,0.9293629061412503
शुद्ध,0.281494140625,0.218780517578125,0.499725341796875
यथार्थ,0.31640625,0.171875,0.51171875
समुचित,0.015625,0.0,0.984375
ठीक ठीक,0.125,0.0,0.875
यथार्थतः,0.125,0.0,0.875
बहुत सा,0.0,0.125,0.875
विशिष्ट,0.0128173828125,0.38482666015625,0.60235595703125
बाहुल्यतापूर्ण,0.125,0.25,0.625
उत्तेजित तरह से,0.125,0.0,0.875
निवारक,0.09375,0.1796875,0.7265625
अति दुखदाई,0.25,0.75,0.0
प्रबंधकारिणी,0.125,0.0,0.875
अनुकरणीय,0.34375,0.0625,0.59375
भुक्त,0.0,0.171875,0.828125
सोखने वाला,0.875,0.0,0.125
अत्यन्त,0.048828125,0.16455078125,0.78662109375
चुस्त,0.25,0.09375,0.65625
अनुभवी,0.46875,0.0,0.53125
बोधक,0.0,0.0,1.0
भक से उड़ जाने वाला,0.03125,0.09375,0.875
शीघ्र जाने वाला,6.103515625e-05,0.00018310546875,0.999755859375
सूचक,0.1875,0.0625,0.75
उद्देश्य से,0.0,0.0,1.0
सुन्दर तरीके से,0.375,0.0,0.625
वर्तमान,0.0078125,0.3125004768371582,0.6796870231628418
बाहरी,0.072265625,0.15234375,0.775390625
बाहर से,0.125,0.0,0.875
लुप्त,0.0,0.28125,0.71875
ऊपरी,0.140625,0.2265625,0.6328125
अनोखी,0.34375,0.09375,0.5625
अतिसंवेदी,0,0,0
चरम,0.07861718535423279,0.0664181113243103,0.8549647033214569
विमोच्य,0.75,0.0,0.25
प्रसन्न,0.296875,0.24609375,0.45703125
आँखोवाला,0.0,0.125,0.875
हँसानेवाले,0.625,0.0,0.375
सुगम,0.21875,0.28125,0.5
तथ्यपूर्ण,0.375,0.0,0.625
निर्बल,0.029296875,0.373046875,0.59765625
धीमा,0.007508277893066406,0.1323566436767578,0.8601350784301758
काफी अच्छा,0.05216217041015625,0.096588134765625,0.8512496948242188
गोरा,0.05216217041015625,0.096588134765625,0.8512496948242188
काफी,0.23960304260253906,0.05539703369140625,0.7049999237060547
न्याय संगत,0.05216217041015625,0.096588134765625,0.8512496948242188
ठीक-ठाक,0.027341842651367188,0.048309326171875,0.9243488311767578
न्यायपूर्वक,0.125,0.25,0.625
बहुत हद तक,0.125,0.25,0.625
अप्सरा जैसी,0.0,0.0625,0.9375
विश्वासभाजन,0.265625,0.078125,0.65625
आस्थापूर्क,0.25,0.0,0.75
आस्थाहीन,0.5,0.125,0.375
पीछे हटना,0,0,0
भ्रम में डालने वाला,0.09375,0.65625,0.25
पराजित,0.0078125,0.0390625,0.953125
कुछ लाल या पीला,0.03125,0.25,0.71875
झूठा,0.01690673828125,0.264739990234375,0.718353271484375
लड़खड़ाता हुआ,0.0,0.0,1.0
परिवार से सम्बन्धित,0.0,0.0625,0.9375
जाना-माना,0.048828125,0.005859375,0.9453125
भूख से पीड़ित,0.25,0.625,0.125
यशस्वी तौर पर,0.1875,0.0,0.8125
कट्टरता,0.375,0.5,0.125
मौजी,0.1875,0.34765625,0.46484375
बढ़े चढ़े,0.25,0.03125,0.71875
अद्भुत,0.513671875,0.17578125,0.310546875
बहुत दूर,0,0,0
कहीं खो जाना,0,0,0
अस्वाभाविक,0.0,0.5625,0.4375
अतिशयोक्ति पूर्ण,0,0,0
दूर तक फैला हुआ,0,0,0
बहुत आगे की स्थिति,0,0,0
बहूत दूर,0,0,0
दूर तक प्रभाव ड़ालने वाला,0,0,0
दूर दृष्टि,0,0,0
स्वाँगपूर्ण,0.5,0.25,0.25
और दूर,0.0,0.015625,0.984375
अति दूर,0.0,0.0,1.0
फासिस्ट,0.0,0.0,1.0
फैशन परस्त,0.125,0.03125,0.84375
पक्का,0.1544780731201172,0.08296966552734375,0.7625522613525391
तुनुक मिज़ाज,0.25,0.0,0.75
जीवघातक,0.09375,0.46875,0.4375
भाग्य में लिखा हुआ,0.0,0.0,1.0
अनाथ,0.0,0.5,0.5
पिता तुल्य,0.375,0.0,0.625
चर्बीदार,0.0625,0.0,0.9375
अशुद्ध,0.125,0.625,0.25
अनुग्रह प्राप्त करना,0,0,0
हितकारी,0.734375,0.046875,0.21875
प्रशंसा की दृष्टि से,0.5,0.0,0.5
भयानक,0.1617431640625,0.47607421875,0.3621826171875
भयसहित,0.125,0.0,0.875
भयरहित,0.25,0.0625,0.6875
निर्भयतापूर्वक,0.0,0.0,1.0
घबराने वाला,0.0,0.625,0.375
बृहत्,0.0,0.625,0.375
संभव,0.40625,0.015625,0.578125
साध्य,0.5,0.0,0.5
बेपंख,0.0,0.0,1.0
बहुत हल्का,0.03125,0.15625,0.8125
आकृतिहीन,0.375,0.125,0.5
अरोचक,0.375,0.125,0.5
उत्तेजित होना,0.0,0.5,0.5
शक्तिहीन,0.158203125,0.35546875,0.486328125
फलप्रद,0.625,0.0,0.375
उपजाऊ,0.625,0.0,0.375
राज्य संबंधी,0.0,0.0,1.0
संघी,0.0,0.0,1.0
संघ द्वारा,0.0,0.0,1.0
खिन्न,0.1875,0.4375,0.375
दुर्बलता से,0.1875,0.0,0.8125
र्मूख,0,0,0
भावना सहित,0.0,0.25,0.75
अधिक शक्तिशाली,0.4375,0.1875,0.375
परम सुखी,0.625,0.0,0.375
आनन्द से,0.25,0.0,0.75
बिल्ली के समान,0.0,0.0,1.0
स्त्री सबंधी,0.0,0.0,1.0
स्त्री,0.0,0.0,1.0
स्त्रैण,0.0,0.03125,0.96875
जंघा संबंधी,0.0,0.0,1.0
फर्न को उगाने का स्थान,0.125,0.25,0.625
खूँखार,0.25,0.25,0.5
खूँखार रूप से,0.0,0.0,1.0
लौह सम्बंधी,0.0,0.0,1.0
उर्वर,0.5625,0.0,0.4375
उत्साही,0.3125,0.5,0.1875
व्यग्र,0.3125,0.5,0.1875
उत्सव संबंधी,0.25,0.25,0.5
परसत्र,0.25,0.25,0.5
उत्सव का समय,0.25,0.125,0.625
आर्कषक,0.625,0.0,0.375
बदबूदार,0.09662935066223144,0.6619400091171265,0.2414306402206421
जागीरदारी,0.0,0.0,1.0
बुखार से ग्रस्त,0.625,0.0,0.375
अति उत्तेजित होना,0.625,0.0,0.375
हल्का बुखार होना,0.09375,0.46875,0.4375
अधिक उत्तेजना होना,0.09375,0.46875,0.4375
उत्तेजित अवस्था में,0.25,0.0,0.75
कुछ,0.03125,0.0625,0.90625
थोड़ा,0.0,0.0,1.0
र्मूखता भरा,0.0625,0.375,0.5625
रेशेदार,0.0,0.25,0.75
चंचल,0.03662109375,0.124755859375,0.838623046875
अस्थिर,0.0498046875,0.1732635498046875,0.7769317626953125
नगण्य,0.0542144775390625,0.160247802734375,0.7855377197265625
अधीर,0.0,0.5,0.5
नीचता की हद करना,0.0,0.375,0.625
उग्र,0.0546875,0.49609375,0.44921875
प्रचंड रूप से,0.0625,0.0,0.9375
बर्बरता से,0.0625,0.0,0.9375
अग्निमय,0.25,0.3125,0.4375
जोशीला,0.3125,0.34375,0.34375
पन्द्रहवाँ,0.0,0.0,1.0
पाँचवें स्थान पर,0.0,0.0,1.0
आधा-आधा,0.0,0.125,0.875
आलंकारिक,0.0,0.0,1.0
आलंकारिक तरह से,0.0,0.0,1.0
बेटा,0.0,0.0,1.0
कार्य में विलम्ब करवाने संबंधी,0.0,0.125,0.875
बहुत महीन,0.0,0.0,1.0
छना हुआ,0,0,0
नोंक पर छलनी वाली वस्तु,0,0,0
गंदा,0.0166015625,0.5849609375,0.3984375
घिन आने की सीमा तक,0.03125,0.78125,0.1875
आखिरकार,0.0,0.0,1.0
आर्थिक,0.25,0.0,0.75
आर्थिक रूप से,0.0,0.0,1.0
बढिया,0.134765625,0.070556640625,0.794677734375
संतोषजनक,0.134765625,0.070556640625,0.794677734375
महीन,0.134765625,0.070556640625,0.794677734375
पतला,0.17635345458984375,0.07147979736328125,0.752166748046875
सूक्ष्मता से,0.1875,0.0,0.8125
ठीक तरह से,0.134765625,0.070556640625,0.794677734375
बहुत कम अन्तर होना,0.134765625,0.070556640625,0.794677734375
कठिनता से प्रसन्न होने वाला,0.125,0.125,0.75
पूर्ण,0.1956787109375,0.0177001953125,0.78662109375
समाप्त,0.375,0.03125,0.59375
अग्नि प्रज्ज्वलन,0.0,0.0,1.0
अग्नि निरोधक,0.0,0.4375,0.5625
अचल,0.016910552978515625,0.10749340057373047,0.8755960464477539
स्थिरता होना,0.0641937255859375,0.0328521728515625,0.9029541015625
दृढतापूर्वक,0.09375,0.0,0.90625
प्रथम,0.004413604736328125,0.0,0.9955863952636719
पहला,0.0011034011840820312,0.033203125,0.965693473815918
अति उत्तम,0,0,0
पहली बार,0,0,0
सबसे पहले,0.004413604736328125,0.0,0.9955863952636719
सीधी ख़बर,0.0,0.0,1.0
राजकर संबन्धी,0.25,0.0,0.75
संशय युक्त,0.0,0.25,0.75
मछली की गंध युक्त,0.0,0.25,0.75
आण्विक सामग्री,0.4375,0.0,0.5625
जीव कोशों के विभाजन से उत्तपन्न कोश,0,0,0
फटा हुआ,0.0,0.4375,0.5625
स्वस्थ,0.5205535888671875,0.0159149169921875,0.463531494140625
समा देना,0.0,0.5,0.5
व्याकुलता से,0.25,0.0,0.75
सामायिक,0.29296875,0.0,0.70703125
पाँच गुना,0.0,0.0,1.0
स्थिर की हुई,0.0,0.28125,0.71875
दृढ किया हुआ,0.0,0.28125,0.71875
स्थापित किया हुआ,0.0,0.28125,0.71875
नियम विपरीत,0,0,0
गैस का मिला होना,0.0,0.0,1.0
ढीला,0.1076059341430664,0.1039590835571289,0.7884349822998047
कमज़ोर,0.11094468832015991,0.2708233594894409,0.6182319521903992
पत्थर जडना,0,0,0
ज्वलंत अवहेलना,0.0,0.875,0.125
अवहेलना से,0.25,0.0,0.75
टुकड़ों में,0,0,0
परतदार,0.09375,0.0625,0.84375
खाने को जलाना,0.0,0.0,1.0
स्वयं की ओर आकर्षित करना,0.1875,0.09375,0.71875
आर्कषक रूप से,0.375,0.0,0.625
आग सी,0.09375,0.125,0.78125
ज्वलनशील,0.0,0.5,0.5
आकर्षक व्सतु,0.18750762939453125,0.0002460479736328125,0.8122463226318359
चित्त आकर्षक,0.125,0.25,0.625
समतल,0.03241237998008728,0.009187504649162292,0.9584001153707504
बिना उतार चढ़ाववाला,0.12518346309661865,0.015946567058563232,0.8588699698448181
मंद,0.12518346309661865,0.015946567058563232,0.8588699698448181
एक समान,0.12518346309661865,0.015946567058563232,0.8588699698448181
संगीत का एक नोट,0.12518346309661865,0.015946567058563232,0.8588699698448181
पुराना हुआ पेय,0.12518346309661865,0.015946567058563232,0.8588699698448181
पंक्चर हुआ,0.12518346309661865,0.015946567058563232,0.8588699698448181
खराब होना,0.12518346309661865,0.015946567058563232,0.8588699698448181
बिना घुमाव का होना,0.12518346309661865,0.015946567058563232,0.8588699698448181
फीका,0.03322605788707733,0.2822667583823204,0.6845071837306023
समतल तले वाला,0,0,0
पैर में घुमाव न होना,0,0,0
फूहड़,0.0,0.375,0.625
गिरा देना,0.12518346309661865,0.015946567058563232,0.8588699698448181
सीधा रखना,0.12518346309661865,0.015946567058563232,0.8588699698448181
बिना उतार चढ़ाव के,0.12518346309661865,0.015946567058563232,0.8588699698448181
अनुमानित,0.21884173154830933,0.007973283529281616,0.7731849849224091
कड़का होना,0,0,0
चापलूसी करने वाला,0.25,0.25,0.5
प्रशंसा करने योग्य,0.25,0.25,0.5
पेट में गैस होना,0.0,0.5625,0.4375
बढ़ा चढ़ाकर बात करना,0.0,0.5625,0.4375
स्वादिष्ट या सुगंधित किया हुआ,0,0,0
बिना स्वाद का,0.0,0.375,0.625
फीके पीले रंग का,0.0,0.0,1.0
मज़बूत पंख सहित,0.0,0.0,1.0
मुलायम,0.0,0.0,1.0
क्षणभंगुर,0.125,0.0,0.875
क्षण भर को,0,0,0
ऐंद्रिक,0.25,0.0625,0.6875
मांसल,0.0,0.0,1.0
गूदेदार,0.015625,0.25,0.734375
स्थिति के अनुरूप ढालना,0.171875,0.03125,0.796875
उड़ने में असमर्थ,0.0,0.5,0.5
चंचल व्यवहार,0.1875,0.3125,0.5
पतला कपड़ा,0.0,0.15625,0.84375
फ्लिंट पत्थर की तरह सख्त,0.4375,0.1875,0.375
गम्भीर न होना,0.16650095367431642,0.3340588531494141,0.49944019317626953
नापसंदगी दिखाना,0,0,0
बिना गम्भीरता के,0.25,0.0,0.75
छेड़छाड़ करनेवाला,0.25,0.0,0.75
इधर उधर घूमते हुए,0,0,0
फूलों से,0.03125,0.0,0.96875
फूलों का,0.03125,0.0,0.96875
दिखावटी,0.1875,0.15625,0.65625
ललमुहाँ,0.375,0.1875,0.4375
झालर लगा हुआ,0.0,0.125,0.875
आटे से सना हुआ,0.5,0.0,0.5
आटे की तरह,0.5,0.0,0.5
पुष्पित,0.125,0.0,0.875
बढ़ना,0.03125,0.0,0.96875
फूलोंवाली,0.25,0.0625,0.6875
धराप्रवाह,0.1875,0.125,0.6875
सहज,0.0234375,0.0703125,0.90625
रोंयेंदार,0.0,0.0,1.0
तरल,0.03515625,0.0078125,0.95703125
अंधेरे में चमकने वाला पदार्थ,0,0,0
परिपूर्ण,0.296875,0.3125,0.390625
बहुतायत,0.0005340576171875,0.016628265380859375,0.9828376770019531
स्तम्भ आदि पर की गयी कारीगरी,0,0,0
नदी सम्बंधी,0.0,0.0,1.0
बिखरना,0,0,0
खराब हालत में,0,0,0
उड़ने वाला,0.0625,0.0625,0.875
झाग सहित,0.0,0.5,0.5
फोकस में होना,0.0,0.0,1.0
साफ दिखना,0.1875,0.0,0.8125
गोल होकर लेटना,0.0,0.0,1.0
कोहरेदार,0.0625,0.5,0.4375
भ्रमपूर्ण,0.0625,0.5,0.4375
कोहरे द्वारा हुई परेशानी,0,0,0
जो मोड़ा जा सके,0.375,0.0,0.625
लोक,0.0,0.0,1.0
मित्रतापूर्ण,0.0625,0.1875,0.75
अगला,0.00592041015625,0.01568603515625,0.9783935546875
आगे दिया हुआ,0.015625,0.0,0.984375
प्रेमपूर्वक,0.125,0.0,0.875
भोलेपन से,0.125,0.0,0.875
मूर्खता से,0.0625,0.46875,0.46875
फुटबाल का,0,0,0
कहीं भी जाने को आज़ाद,0.625,0.0,0.375
धैर्य रखनेवाला,0.25,0.0,0.75
घृणा से,0.0,0.375,0.625
बलकृत,0.046875,0.078125,0.875
जोरदार,0.3125,0.125,0.5625
ओजस्वी,0.125,0.25,0.625
प्रभावशाली,0.276580810546875,0.008697509765625,0.7147216796875
ज़ोरदार तरीके से,0.0,0.125,0.875
बलसम्पादित,0.0,0.5,0.5
बलपूर्वक,0.3125,0.046875,0.640625
आगे का,0.0,0.0,1.0
सामने,0.0,0.0,1.0
असफलता का पूर्वाभास,0,0,0
पूर्ववर्ती,0.0,0.1875,0.8125
पूर्वनिश्चित,0.125,0.25,0.625
विदेशी,0.0,0.421875,0.578125
सर्वप्रथम,0.0390625,0.0,0.9609375
सर्वाधिक,0.05078125,0.0,0.94921875
वैज्ञानिक जाँच,0.0,0.25,0.75
पूर्वाभास के योग्य,0.25,0.0,0.75
पूर्वदृष्ट,0,0,0
सदैव,0.03125,0.03125,0.9375
भुलक्कड़पन से,0.25,0.0,0.75
